order_id,order_date,customer_id,product_id,category,region,sales_channel,customer_segment,quantity,unit_price,discount_pct,revenue,cost,shipping_cost,profit,payment_method
ORD106885,2025-02-13,CUST12366,P325,Books,South,Organic Search,New Customer,2,1059.13,0.05,2012.34,635.48,119.21,1257.65,UPI
ORD103080,2025-02-13,CUST12204,P592,Beauty,West,Referral,New Customer,3,848.42,0.2,2036.22,1069.01,84.72,882.48,UPI
ORD109168,2025-02-13,CUST14976,P176,Home & Kitchen,South,Organic Search,New Customer,1,3878.08,0.0,3878.08,1085.86,59.6,2732.61,Debit Card
ORD109707,2025-02-13,CUST15534,P421,Fashion,West,Direct,New Customer,1,2105.13,0.0,2105.13,799.95,109.8,1195.38,Debit Card
ORD107615,2025-02-13,CUST16989,P846,Fashion,South,Social Media,Returning Customer,2,2257.56,0.05,4289.37,1715.75,153.74,2419.88,Credit Card
ORD100909,2025-02-13,CUST14430,P246,Home & Kitchen,South,Social Media,New Customer,1,6040.35,0.05,5738.33,1691.3,220.09,3826.94,UPI
ORD108864,2025-02-13,CUST14539,P762,Electronics,East,Organic Search,New Customer,1,23049.02,0.25,17286.76,5070.78,147.02,12068.96,UPI
ORD101339,2025-02-13,CUST18542,P257,Electronics,East,Direct,Returning Customer,2,15290.66,0.2,24465.06,6727.89,84.15,17653.02,UPI
ORD105915,2025-02-13,CUST18106,P777,Electronics,South,Organic Search,Returning Customer,2,25461.47,0.25,38192.21,11203.05,114.45,26874.71,Credit Card
ORD103358,2025-02-13,CUST11688,P152,Sports,North,Social Media,New Customer,1,2480.5,0.1,2232.45,793.76,235.41,1203.28,UPI
ORD104903,2025-02-13,CUST11100,P970,Home & Kitchen,Central,Social Media,Returning Customer,1,3743.54,0.0,3743.54,1048.19,66.25,2629.1,Credit Card
ORD105562,2025-02-13,CUST17211,P619,Home & Kitchen,North,Paid Search,New Customer,3,7776.59,0.1,20996.78,6532.33,212.26,14252.19,Debit Card
ORD100418,2025-02-13,CUST19209,P197,Beauty,South,Email,Returning Customer,2,1855.48,0.05,3525.41,1558.6,112.48,1854.33,Credit Card
ORD104751,2025-02-13,CUST12767,P121,Fashion,West,Organic Search,New Customer,3,2169.4,0.25,4881.14,2473.11,168.64,2239.39,Credit Card
ORD104986,2025-02-13,CUST18986,P980,Beauty,South,Organic Search,New Customer,2,1720.39,0.1,3096.7,1445.13,78.15,1573.42,COD
ORD109315,2025-02-14,CUST13923,P506,Electronics,North,Direct,Returning Customer,1,28211.72,0.05,26801.13,6206.58,114.02,20480.53,UPI
ORD108799,2025-02-14,CUST12924,P789,Fashion,Central,Referral,New Customer,2,1905.98,0.0,3811.95,1448.54,195.3,2168.11,Debit Card
ORD100617,2025-02-14,CUST17775,P430,Home & Kitchen,East,Email,New Customer,1,3998.48,0.0,3998.48,1119.58,132.32,2746.59,Debit Card
ORD106601,2025-02-14,CUST12196,P723,Fashion,East,Referral,Returning Customer,1,2369.1,0.1,2132.19,900.26,109.84,1122.09,Debit Card
ORD108959,2025-02-14,CUST18823,P684,Sports,West,Paid Search,Returning Customer,2,2162.17,0.15,3675.69,1383.79,75.98,2215.93,Net Banking
ORD108953,2025-02-14,CUST14431,P865,Fashion,South,Direct,Loyal Customer,1,1467.67,0.0,1467.67,557.72,204.91,705.05,Net Banking
ORD108038,2025-02-14,CUST10284,P874,Home & Kitchen,South,Direct,Returning Customer,1,5416.76,0.1,4875.08,1516.69,182.96,3175.43,Debit Card
ORD102226,2025-02-14,CUST19253,P701,Home & Kitchen,South,Organic Search,New Customer,1,7583.11,0.05,7203.95,2123.27,105.48,4975.2,Credit Card
ORD109834,2025-02-14,CUST14800,P807,Electronics,East,Paid Search,New Customer,3,21800.71,0.2,52321.71,14388.47,47.87,37885.37,UPI
ORD101353,2025-02-14,CUST19318,P397,Beauty,East,Social Media,Returning Customer,2,1515.79,0.0,3031.58,1273.26,172.22,1586.09,Debit Card
ORD104331,2025-02-14,CUST10722,P370,Electronics,East,Direct,Returning Customer,1,22060.5,0.1,19854.45,4853.31,58.51,14942.64,UPI
ORD103506,2025-02-14,CUST18178,P444,Books,West,Organic Search,New Customer,1,838.95,0.05,797.0,251.68,206.36,338.95,Credit Card
ORD100274,2025-02-14,CUST19366,P660,Fashion,North,Direct,Returning Customer,4,1774.11,0.05,6741.61,2696.64,227.84,3817.12,UPI
ORD108914,2025-02-14,CUST19627,P722,Electronics,South,Paid Search,New Customer,1,29269.38,0.0,29269.38,6439.26,64.77,22765.34,COD
ORD103816,2025-02-14,CUST14333,P266,Home & Kitchen,South,Organic Search,Returning Customer,2,5685.55,0.2,9096.87,3183.91,152.15,5760.81,UPI
ORD101454,2025-02-15,CUST11754,P870,Electronics,Central,Paid Search,Returning Customer,3,20214.16,0.0,60642.48,13341.34,153.33,47147.81,UPI
ORD104779,2025-02-15,CUST16148,P102,Home & Kitchen,West,Organic Search,New Customer,1,3154.92,0.2,2523.94,883.38,178.56,1462.0,Net Banking
ORD108168,2025-02-15,CUST19017,P551,Fashion,South,Direct,Returning Customer,1,1725.32,0.1,1552.79,655.62,85.34,811.83,UPI
ORD106713,2025-02-15,CUST18391,P633,Sports,North,Email,New Customer,2,3485.96,0.1,6274.73,2231.02,138.05,3905.67,COD
ORD101321,2025-02-15,CUST11884,P790,Electronics,South,Direct,New Customer,1,27855.26,0.0,27855.26,6128.16,126.77,21600.34,Credit Card
ORD103757,2025-02-15,CUST14637,P476,Home & Kitchen,North,Direct,New Customer,2,5801.62,0.15,9862.76,3248.91,201.46,6412.39,UPI
ORD105015,2025-02-15,CUST14279,P942,Home & Kitchen,West,Email,New Customer,3,4919.97,0.2,11807.94,4132.78,241.49,7433.67,Debit Card
ORD109921,2025-02-15,CUST17116,P641,Sports,South,Referral,Loyal Customer,1,2548.52,0.0,2548.52,815.53,205.03,1527.96,Credit Card
ORD108960,2025-02-15,CUST12119,P900,Home & Kitchen,West,Referral,New Customer,2,4558.46,0.1,8205.23,2552.74,90.21,5562.28,UPI
ORD105814,2025-02-15,CUST17636,P757,Electronics,East,Paid Search,New Customer,1,30462.81,0.0,30462.81,6701.82,45.44,23715.55,Net Banking
ORD105270,2025-02-15,CUST16712,P231,Home & Kitchen,West,Referral,New Customer,1,6674.83,0.1,6007.35,1868.95,157.91,3980.49,UPI
ORD100801,2025-02-15,CUST15000,P887,Electronics,East,Referral,Returning Customer,1,18426.85,0.1,16584.16,4053.91,100.57,12429.69,UPI
ORD101949,2025-02-15,CUST14056,P608,Fashion,South,Organic Search,Returning Customer,1,2652.59,0.0,2652.59,1007.98,220.37,1424.23,UPI
ORD100606,2025-02-15,CUST13927,P313,Home & Kitchen,North,Organic Search,Returning Customer,3,5059.05,0.15,12900.58,4249.6,91.26,8559.72,Credit Card
ORD106354,2025-02-15,CUST15430,P303,Books,North,Direct,Loyal Customer,1,673.72,0.05,640.03,202.11,73.2,364.71,Credit Card
ORD105853,2025-02-15,CUST11656,P308,Sports,Central,Direct,New Customer,1,2164.08,0.0,2164.08,692.5,242.7,1228.87,UPI
ORD109108,2025-02-15,CUST10607,P566,Home & Kitchen,West,Direct,Returning Customer,4,7505.23,0.15,25517.77,8405.85,99.95,17011.97,Credit Card
ORD103423,2025-02-15,CUST12648,P955,Electronics,North,Paid Search,Returning Customer,1,29734.77,0.1,26761.3,6541.65,204.49,20015.15,Debit Card
ORD104053,2025-02-15,CUST17631,P575,Fashion,South,Email,Returning Customer,2,3220.63,0.15,5475.06,2447.68,66.13,2961.26,Debit Card
ORD100145,2025-02-15,CUST14327,P955,Electronics,North,Referral,New Customer,1,16514.66,0.1,14863.19,3633.23,131.84,11098.13,COD
ORD105856,2025-02-15,CUST14217,P481,Electronics,West,Organic Search,New Customer,1,24363.57,0.1,21927.21,5359.98,92.46,16474.77,Credit Card
ORD103081,2025-02-16,CUST12816,P549,Books,East,Organic Search,Returning Customer,1,457.84,0.1,412.06,137.35,88.44,186.26,UPI
ORD104590,2025-02-16,CUST11715,P911,Fashion,East,Direct,Returning Customer,1,3182.6,0.1,2864.34,1209.39,200.77,1454.18,Credit Card
ORD103943,2025-02-16,CUST11222,P688,Fashion,South,Direct,New Customer,4,2146.03,0.1,7725.73,3261.97,158.94,4304.81,Debit Card
ORD101266,2025-02-16,CUST16325,P584,Fashion,South,Organic Search,Loyal Customer,2,3083.46,0.2,4933.54,2343.43,203.87,2386.24,Debit Card
ORD107258,2025-02-16,CUST14051,P502,Beauty,North,Organic Search,New Customer,1,1207.12,0.1,1086.41,506.99,85.32,494.1,Net Banking
ORD107265,2025-02-16,CUST19068,P286,Electronics,South,Email,New Customer,4,23167.39,0.05,88036.1,20387.31,172.18,67476.61,Debit Card
ORD100192,2025-02-16,CUST19670,P223,Books,Central,Organic Search,Loyal Customer,1,642.8,0.1,578.52,192.84,188.96,196.73,UPI
ORD106336,2025-02-16,CUST13709,P641,Electronics,South,Organic Search,Returning Customer,2,17508.79,0.25,26263.18,7703.87,104.1,18455.21,Net Banking
ORD107218,2025-02-16,CUST11263,P801,Books,South,Organic Search,New Customer,1,657.59,0.1,591.83,197.28,103.99,290.56,UPI
ORD100676,2025-02-16,CUST14922,P760,Electronics,West,Email,Returning Customer,1,25567.21,0.1,23010.49,5624.79,93.75,17291.96,UPI
ORD107280,2025-02-16,CUST10263,P784,Fashion,South,Paid Search,Returning Customer,1,2232.35,0.0,2232.35,848.29,235.82,1148.23,UPI
ORD109795,2025-02-16,CUST15420,P426,Fashion,West,Paid Search,New Customer,3,2783.64,0.05,7933.36,3173.35,56.78,4703.24,COD
ORD106440,2025-02-16,CUST11596,P688,Home & Kitchen,South,Paid Search,New Customer,1,5232.06,0.05,4970.45,1464.98,109.51,3395.97,Credit Card
ORD101674,2025-02-16,CUST14392,P248,Sports,East,Organic Search,Returning Customer,1,3866.69,0.15,3286.68,1237.34,239.98,1809.37,COD
ORD107422,2025-02-16,CUST13860,P863,Fashion,South,Direct,Returning Customer,1,2049.39,0.0,2049.39,778.77,193.77,1076.85,UPI
ORD104210,2025-02-16,CUST18503,P851,Electronics,East,Referral,New Customer,2,22198.21,0.25,33297.32,9767.21,97.86,23432.25,Credit Card
ORD101220,2025-02-16,CUST18958,P177,Books,North,Social Media,Returning Customer,1,674.13,0.1,606.72,202.24,182.88,221.6,Credit Card
ORD105845,2025-02-16,CUST11005,P451,Home & Kitchen,West,Email,New Customer,1,6196.04,0.15,5266.63,1734.89,113.19,3418.56,UPI
ORD102290,2025-02-16,CUST10087,P669,Beauty,East,Paid Search,New Customer,1,2162.56,0.15,1838.17,908.27,150.63,779.27,UPI
ORD105106,2025-02-17,CUST11306,P576,Home & Kitchen,West,Direct,New Customer,1,5852.04,0.0,5852.04,1638.57,103.11,4110.36,COD
ORD104072,2025-02-17,CUST18892,P115,Fashion,West,Referral,New Customer,1,2303.05,0.1,2072.74,875.16,77.29,1120.29,COD
ORD107175,2025-02-17,CUST14945,P762,Fashion,West,Paid Search,Loyal Customer,1,2202.76,0.15,1872.35,837.05,88.85,946.44,COD
ORD103755,2025-02-17,CUST15548,P176,Home & Kitchen,West,Direct,Returning Customer,2,4558.6,0.1,8205.48,2552.82,153.86,5498.8,Credit Card
ORD102036,2025-02-17,CUST18992,P561,Electronics,East,Direct,New Customer,1,20145.3,0.2,16116.24,4431.97,131.1,11553.17,UPI
ORD109628,2025-02-17,CUST12406,P776,Electronics,East,Social Media,New Customer,1,31386.74,0.15,26678.73,6905.08,103.57,19670.07,UPI
ORD100732,2025-02-17,CUST18506,P116,Beauty,South,Direct,New Customer,3,1306.39,0.1,3527.25,1646.05,139.55,1741.65,UPI
ORD102985,2025-02-17,CUST19644,P807,Books,West,Organic Search,New Customer,1,419.24,0.1,377.31,125.77,112.13,139.41,UPI
ORD104962,2025-02-17,CUST17507,P489,Home & Kitchen,West,Social Media,New Customer,1,7417.78,0.2,5934.22,2076.98,236.63,3620.62,Net Banking
ORD102744,2025-02-17,CUST19613,P903,Beauty,West,Direct,Returning Customer,1,1264.16,0.05,1200.95,530.95,141.8,528.2,UPI
ORD106843,2025-02-17,CUST16432,P390,Electronics,South,Referral,New Customer,1,28340.1,0.05,26923.1,6234.82,220.6,20467.68,Credit Card
ORD100608,2025-02-17,CUST19180,P742,Fashion,East,Organic Search,New Customer,1,2580.51,0.05,2451.49,980.59,239.08,1231.81,UPI
ORD108678,2025-02-17,CUST10492,P625,Fashion,South,Organic Search,Returning Customer,2,2612.66,0.25,3918.98,1985.62,139.57,1793.8,COD
ORD106423,2025-02-17,CUST13767,P624,Home & Kitchen,South,Social Media,Loyal Customer,1,4654.94,0.0,4654.94,1303.38,54.84,3296.72,COD
ORD102556,2025-02-17,CUST17913,P932,Fashion,Central,Email,New Customer,2,2535.68,0.05,4817.78,1927.11,75.07,2815.6,UPI
ORD105609,2025-02-17,CUST16183,P662,Fashion,East,Direct,New Customer,1,3088.05,0.1,2779.24,1173.46,76.43,1529.35,UPI
ORD102146,2025-02-17,CUST18386,P116,Fashion,North,Organic Search,Returning Customer,2,1339.89,0.15,2277.81,1018.31,47.6,1211.89,UPI
ORD106180,2025-02-18,CUST13161,P668,Fashion,Central,Social Media,Returning Customer,1,2521.44,0.0,2521.44,958.15,132.89,1430.4,COD
ORD109924,2025-02-18,CUST10163,P336,Fashion,West,Organic Search,Returning Customer,1,2531.01,0.15,2151.36,961.78,184.45,1005.13,COD
ORD101453,2025-02-18,CUST15731,P715,Fashion,East,Organic Search,Loyal Customer,2,2862.48,0.05,5438.71,2175.49,127.46,3135.76,UPI
ORD103540,2025-02-18,CUST16164,P356,Home & Kitchen,East,Email,New Customer,2,6107.17,0.25,9160.75,3420.01,227.11,5513.63,UPI
ORD104604,2025-02-18,CUST13782,P841,Sports,South,Organic Search,New Customer,1,4518.04,0.15,3840.33,1445.77,178.49,2216.07,Net Banking
ORD107271,2025-02-18,CUST18135,P252,Books,East,Organic Search,New Customer,1,736.48,0.05,699.65,220.94,194.04,284.67,UPI
ORD102937,2025-02-18,CUST13113,P259,Fashion,East,Direct,Returning Customer,3,2918.4,0.15,7441.92,3326.98,165.46,3949.48,UPI
ORD102982,2025-02-18,CUST15727,P192,Beauty,South,Direct,New Customer,1,1337.8,0.1,1204.02,561.88,146.84,495.3,COD
ORD102574,2025-02-18,CUST16539,P250,Home & Kitchen,East,Social Media,Returning Customer,1,5507.62,0.1,4956.86,1542.13,168.72,3246.0,Debit Card
ORD103278,2025-02-18,CUST16449,P141,Home & Kitchen,South,Referral,Loyal Customer,1,4497.15,0.1,4047.44,1259.2,126.57,2661.66,UPI
ORD100334,2025-02-18,CUST10635,P788,Electronics,Central,Email,Returning Customer,4,20537.72,0.25,61613.15,18073.19,217.3,43322.66,Net Banking
ORD104054,2025-02-18,CUST17815,P884,Sports,West,Social Media,Returning Customer,3,2901.72,0.25,6528.88,2785.66,118.82,3624.41,Net Banking
ORD108233,2025-02-18,CUST11603,P384,Fashion,East,Referral,New Customer,1,2067.28,0.05,1963.91,785.56,200.86,977.49,UPI
ORD102963,2025-02-18,CUST12615,P152,Books,East,Direct,New Customer,1,845.78,0.05,803.49,253.73,175.49,374.26,COD
ORD102319,2025-02-18,CUST19615,P765,Fashion,North,Social Media,New Customer,1,2660.09,0.2,2128.07,1010.83,65.91,1051.33,UPI
ORD106253,2025-02-19,CUST13917,P815,Electronics,North,Social Media,New Customer,1,26391.63,0.15,22432.89,5806.16,112.29,16514.43,UPI
ORD100955,2025-02-19,CUST11566,P379,Fashion,West,Organic Search,New Customer,1,2176.43,0.2,1741.14,827.04,152.82,761.28,Credit Card
ORD104303,2025-02-19,CUST14664,P238,Fashion,West,Social Media,Returning Customer,1,2437.65,0.1,2193.89,926.31,158.45,1109.13,COD
ORD102853,2025-02-19,CUST14598,P557,Books,West,Paid Search,New Customer,2,712.64,0.1,1282.75,427.58,203.78,651.39,UPI
ORD106672,2025-02-19,CUST19468,P424,Home & Kitchen,North,Paid Search,Returning Customer,1,5391.46,0.15,4582.74,1509.61,223.57,2849.56,Net Banking
ORD108930,2025-02-19,CUST16452,P118,Fashion,North,Organic Search,New Customer,2,2539.32,0.0,5078.65,1929.89,184.64,2964.12,Debit Card
ORD102670,2025-02-19,CUST15314,P741,Beauty,East,Paid Search,Returning Customer,2,1297.24,0.05,2464.75,1089.68,130.28,1244.79,Debit Card
ORD101859,2025-02-19,CUST12152,P743,Beauty,East,Referral,New Customer,1,1479.81,0.25,1109.86,621.52,222.69,265.65,COD
ORD108659,2025-02-19,CUST10647,P555,Books,South,Social Media,New Customer,3,760.55,0.0,2281.65,684.5,43.35,1553.8,Debit Card
ORD105577,2025-02-19,CUST17677,P973,Books,Central,Paid Search,New Customer,2,577.95,0.1,1040.31,346.77,114.79,578.75,UPI
ORD101066,2025-02-19,CUST16819,P505,Home & Kitchen,North,Organic Search,Returning Customer,1,6174.34,0.0,6174.34,1728.81,88.26,4357.26,UPI
ORD108352,2025-02-19,CUST10905,P539,Sports,East,Paid Search,Loyal Customer,2,2983.82,0.05,5669.26,1909.64,184.46,3575.15,Debit Card
ORD103596,2025-02-19,CUST18008,P974,Home & Kitchen,North,Social Media,Loyal Customer,1,5223.38,0.15,4439.87,1462.55,190.96,2786.36,UPI
ORD106112,2025-02-19,CUST17223,P274,Books,East,Paid Search,New Customer,1,620.9,0.0,620.9,186.27,203.7,230.93,Debit Card
ORD100351,2025-02-19,CUST18626,P935,Sports,South,Social Media,Returning Customer,3,1903.31,0.0,5709.92,1827.17,198.73,3684.02,Credit Card
ORD106408,2025-02-19,CUST10569,P152,Fashion,South,Email,Returning Customer,1,2749.85,0.0,2749.85,1044.94,97.18,1607.72,Debit Card
ORD104526,2025-02-19,CUST15933,P952,Beauty,Central,Organic Search,Loyal Customer,1,695.47,0.2,556.38,292.1,170.32,93.96,Credit Card
ORD101368,2025-02-19,CUST10790,P373,Electronics,North,Email,Returning Customer,2,26622.11,0.05,50582.0,11713.73,228.7,38639.57,COD
ORD105832,2025-02-19,CUST17425,P254,Sports,North,Organic Search,Returning Customer,2,2391.57,0.25,3587.35,1530.6,59.95,1996.79,Debit Card
ORD108411,2025-02-19,CUST12910,P644,Books,East,Direct,New Customer,1,699.92,0.05,664.92,209.97,163.58,291.37,UPI
ORD109318,2025-02-19,CUST10210,P604,Beauty,South,Direct,Loyal Customer,1,1768.74,0.05,1680.3,742.87,92.19,845.24,Credit Card
ORD105730,2025-02-19,CUST10619,P808,Sports,North,Organic Search,New Customer,1,2419.62,0.1,2177.66,774.28,168.43,1234.95,Credit Card
ORD108767,2025-02-19,CUST12941,P642,Electronics,East,Email,New Customer,1,21903.54,0.05,20808.36,4818.78,203.27,15786.32,Credit Card
ORD102419,2025-02-20,CUST14922,P936,Fashion,West,Referral,Returning Customer,2,3201.08,0.1,5761.95,2432.82,208.44,3120.69,UPI
ORD102932,2025-02-20,CUST14600,P136,Electronics,West,Organic Search,Loyal Customer,2,25049.39,0.0,50098.77,11021.73,237.32,38839.72,Net Banking
ORD100511,2025-02-20,CUST12491,P309,Fashion,East,Direct,Returning Customer,3,2196.03,0.1,5929.28,2503.47,217.95,3207.85,Debit Card
ORD107566,2025-02-20,CUST11161,P492,Books,South,Direct,Returning Customer,2,470.1,0.2,752.16,282.06,206.56,263.54,UPI
ORD109984,2025-02-20,CUST19750,P129,Books,North,Organic Search,Returning Customer,1,900.9,0.0,900.9,270.27,234.06,396.57,Credit Card
ORD107570,2025-02-20,CUST16416,P620,Home & Kitchen,North,Direct,Returning Customer,1,5514.06,0.15,4686.95,1543.94,219.92,2923.09,UPI
ORD104993,2025-02-20,CUST18757,P951,Beauty,North,Social Media,Returning Customer,1,1662.14,0.15,1412.82,698.1,138.26,576.46,Debit Card
ORD101877,2025-02-20,CUST12431,P247,Fashion,West,Direct,Returning Customer,2,1683.32,0.15,2861.64,1279.32,86.63,1495.69,COD
ORD107817,2025-02-20,CUST11095,P148,Books,West,Email,Loyal Customer,1,698.82,0.1,628.93,209.64,188.13,231.16,Credit Card
ORD101230,2025-02-20,CUST16200,P313,Books,Central,Organic Search,New Customer,1,354.75,0.25,266.06,106.42,146.34,13.3,COD
ORD103098,2025-02-20,CUST11214,P624,Electronics,West,Organic Search,Returning Customer,1,25552.34,0.25,19164.25,5621.51,86.2,13456.54,Net Banking
ORD102200,2025-02-20,CUST17682,P544,Books,South,Paid Search,Returning Customer,1,854.44,0.1,768.99,256.33,94.0,418.66,Debit Card
ORD107605,2025-02-20,CUST14245,P992,Beauty,Central,Organic Search,Returning Customer,1,1471.29,0.25,1103.47,617.94,119.42,366.11,Credit Card
ORD106914,2025-02-20,CUST19810,P308,Home & Kitchen,West,Social Media,New Customer,1,6462.63,0.05,6139.5,1809.54,119.52,4210.44,Debit Card
ORD106505,2025-02-20,CUST12580,P454,Sports,West,Social Media,New Customer,1,3294.68,0.1,2965.21,1054.3,212.76,1698.15,Debit Card
ORD107878,2025-02-20,CUST10105,P208,Beauty,South,Paid Search,Loyal Customer,3,1520.91,0.15,3878.32,1916.35,218.87,1743.11,UPI
ORD103471,2025-02-20,CUST13728,P470,Sports,North,Paid Search,Returning Customer,2,2406.22,0.0,4812.44,1539.98,157.42,3115.04,Credit Card
ORD104640,2025-02-20,CUST10666,P939,Books,Central,Social Media,Loyal Customer,1,672.59,0.05,638.96,201.78,80.47,356.71,COD
ORD102066,2025-02-21,CUST15418,P808,Home & Kitchen,East,Social Media,Loyal Customer,1,6867.72,0.05,6524.33,1922.96,133.64,4467.73,COD
ORD107750,2025-02-21,CUST12621,P355,Electronics,North,Paid Search,Returning Customer,1,21943.06,0.2,17554.45,4827.47,201.96,12525.02,UPI
ORD108012,2025-02-21,CUST18445,P549,Beauty,Central,Organic Search,Returning Customer,1,1124.3,0.15,955.65,472.21,189.6,293.85,UPI
ORD108755,2025-02-21,CUST17961,P805,Sports,North,Social Media,Returning Customer,1,3553.28,0.15,3020.28,1137.05,219.57,1663.67,UPI
ORD100161,2025-02-21,CUST15457,P240,Beauty,North,Direct,Returning Customer,1,1948.27,0.0,1948.27,818.27,230.7,899.3,Credit Card
ORD104101,2025-02-21,CUST16182,P217,Fashion,South,Organic Search,New Customer,1,2410.54,0.15,2048.96,916.01,67.81,1065.15,UPI
ORD105803,2025-02-21,CUST19633,P275,Sports,West,Organic Search,Returning Customer,2,2026.32,0.15,3444.74,1296.84,208.91,1938.99,UPI
ORD106797,2025-02-21,CUST11881,P769,Home & Kitchen,South,Direct,Returning Customer,2,4460.08,0.1,8028.15,2497.65,53.61,5476.9,UPI
ORD100616,2025-02-21,CUST10337,P139,Electronics,West,Paid Search,Returning Customer,3,18352.29,0.0,55056.86,12112.51,40.96,42903.38,UPI
ORD103384,2025-02-21,CUST15374,P410,Electronics,West,Organic Search,New Customer,1,31436.73,0.25,23577.55,6916.08,184.4,16477.07,Debit Card
ORD103333,2025-02-21,CUST10061,P817,Home & Kitchen,South,Direct,Returning Customer,1,7769.35,0.2,6215.48,2175.42,206.64,3833.42,Debit Card
ORD100170,2025-02-21,CUST10777,P788,Beauty,Central,Paid Search,New Customer,3,944.73,0.2,2267.36,1190.36,86.24,990.75,Credit Card
ORD109050,2025-02-21,CUST12634,P161,Sports,North,Direct,Loyal Customer,3,2178.21,0.1,5881.16,2091.08,123.99,3666.09,UPI
ORD101696,2025-02-21,CUST17764,P235,Electronics,North,Organic Search,New Customer,1,24844.82,0.1,22360.33,5465.86,233.39,16661.08,Credit Card
ORD107118,2025-02-21,CUST15804,P790,Beauty,West,Paid Search,Returning Customer,1,1284.55,0.1,1156.09,539.51,206.38,410.2,UPI
ORD106562,2025-02-21,CUST15624,P214,Home & Kitchen,South,Social Media,New Customer,1,6087.93,0.0,6087.93,1704.62,150.93,4232.38,UPI
ORD104622,2025-02-21,CUST15180,P873,Electronics,North,Referral,New Customer,1,20681.69,0.05,19647.61,4549.97,98.41,14999.23,Credit Card
ORD109203,2025-02-21,CUST13337,P178,Fashion,North,Direct,New Customer,1,2919.91,0.25,2189.93,1109.57,107.83,972.53,Credit Card
ORD105012,2025-02-21,CUST17039,P669,Fashion,West,Referral,New Customer,1,1484.21,0.05,1410.0,564.0,203.36,642.64,COD
ORD102479,2025-02-21,CUST18954,P887,Sports,West,Email,Returning Customer,1,3611.03,0.15,3069.38,1155.53,167.84,1746.01,COD
ORD102908,2025-02-21,CUST16557,P952,Home & Kitchen,South,Paid Search,Returning Customer,2,7383.62,0.1,13290.51,4134.82,59.05,9096.63,Credit Card
ORD105096,2025-02-21,CUST19163,P838,Sports,South,Direct,New Customer,1,3226.58,0.0,3226.58,1032.51,91.64,2102.44,UPI
ORD101684,2025-02-21,CUST12870,P600,Electronics,North,Social Media,Returning Customer,1,24737.87,0.1,22264.08,5442.33,79.79,16741.97,Credit Card
ORD108949,2025-02-21,CUST19029,P649,Fashion,North,Organic Search,New Customer,1,1797.15,0.05,1707.29,682.92,82.2,942.18,Net Banking
ORD107211,2025-02-21,CUST14989,P989,Electronics,East,Social Media,Loyal Customer,4,32658.61,0.05,124102.72,28739.58,119.77,95243.37,Credit Card
ORD101782,2025-02-21,CUST18900,P925,Fashion,West,Organic Search,Returning Customer,2,2826.69,0.0,5653.39,2148.29,92.01,3413.09,Debit Card
ORD109030,2025-02-21,CUST14743,P332,Home & Kitchen,East,Organic Search,Loyal Customer,1,6466.32,0.2,5173.06,1810.57,96.54,3265.95,COD
ORD106532,2025-02-21,CUST10874,P769,Books,West,Referral,Loyal Customer,2,558.85,0.1,1005.94,335.31,95.43,575.2,UPI
ORD101396,2025-02-22,CUST13619,P775,Fashion,South,Paid Search,Returning Customer,1,2585.89,0.0,2585.89,982.64,211.89,1391.36,Credit Card
ORD108935,2025-02-22,CUST14120,P191,Beauty,South,Referral,New Customer,2,1328.35,0.0,2656.69,1115.81,62.84,1478.04,UPI
ORD105448,2025-02-22,CUST17906,P652,Fashion,West,Organic Search,Loyal Customer,2,2619.48,0.2,4191.16,1990.8,234.6,1965.76,Credit Card
ORD101072,2025-02-22,CUST16730,P672,Electronics,West,Social Media,New Customer,1,26022.02,0.1,23419.82,5724.84,89.69,17605.28,Debit Card
ORD105121,2025-02-22,CUST15947,P214,Books,North,Direct,New Customer,1,817.76,0.15,695.1,245.33,164.55,285.22,COD
ORD100159,2025-02-22,CUST11320,P415,Beauty,West,Social Media,New Customer,1,1173.63,0.2,938.91,492.93,155.62,290.36,Debit Card
ORD109947,2025-02-22,CUST19132,P931,Home & Kitchen,South,Organic Search,Returning Customer,2,8175.71,0.15,13898.7,4578.4,122.25,9198.06,Credit Card
ORD108153,2025-02-22,CUST15881,P587,Books,Central,Email,New Customer,2,778.4,0.2,1245.44,467.04,179.92,598.48,Credit Card
ORD105534,2025-02-22,CUST11935,P480,Electronics,Central,Direct,Loyal Customer,1,22130.2,0.0,22130.2,4868.64,249.13,17012.43,Credit Card
ORD103076,2025-02-22,CUST17894,P815,Books,South,Organic Search,New Customer,1,612.97,0.05,582.33,183.89,51.63,346.8,Credit Card
ORD109981,2025-02-22,CUST14163,P173,Beauty,West,Direct,New Customer,2,1788.17,0.0,3576.35,1502.07,66.52,2007.76,UPI
ORD108841,2025-02-22,CUST14845,P295,Sports,West,Social Media,Returning Customer,1,3499.7,0.1,3149.73,1119.9,65.3,1964.52,UPI
ORD103875,2025-02-22,CUST10493,P823,Fashion,South,Organic Search,New Customer,2,2397.91,0.05,4556.03,1822.41,198.3,2535.32,UPI
ORD101119,2025-02-22,CUST16399,P514,Electronics,South,Direct,New Customer,1,22118.71,0.0,22118.71,4866.12,80.18,17172.42,Credit Card
ORD104143,2025-02-22,CUST15383,P876,Sports,South,Paid Search,New Customer,3,2252.42,0.1,6081.54,2162.32,89.7,3829.51,Debit Card
